,statename,stateabbr,statefip,tweetidg,tweet,sentcat_l,groupref_l,food_l,exclude_l,notes,nonfoodlocation,ambiguous,nstatedenominator,county,zipcode,tract2010,happy,username,timestamp,timezone,followers,latitude,longitude,negative,racecat,raceterm,raceterm2,raceterm3,raceterm4,raceterm5,sentrace,race,blackcat,middlecat,hispcat,asiancat,sentblack,sentmiddle,senthisp,sentasian,middlecat1,hispcat1,sentmiddle1,senthisp1,coder,AR,sentcat3,happy_manual,sad_manual,tract2010s,nstate,text,target
3804,New Jersey,NJ,34,589088831451848704g,@GuNDeeZY343 wyd call me on Skype you know a nigga off work till Sunday night.,0,0.0,0,0.0,,0.0,0.0,2175968,34001,8234.0,34001011701.0,0,dev,2015-04-17 09:31:37.185,Central Time (US & Canada),,39.415505,-74.57419,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,ryan,,0.0,0.0,0.0,34001011701,194.0,wyd call me on skype you know nigga off work till sunday night,0
3805,New Jersey,NJ,34,588513169989046272g,"tony really the ultimate road rager, swear we gon fight some niggas on the road one day",-1,0.0,0,0.0,,0.0,0.0,2175968,34023,8902.0,34023006203.0,0,Rose,2015-04-15 19:24:08.885,Eastern Time (US & Canada),,40.435164,-74.486144,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,ryan,,-1.0,0.0,1.0,34023006203,194.0,tony really the ultimate road rager swear we gon fight some niggas on the road one day,0
3806,New Jersey,NJ,34,587727726414528512g,Fuck that nigga RT @stopthinking__: waiting on my dwayne wayne,-1,0.0,0,0.0,,0.0,0.0,2175968,34017,7306.0,34017002000.0,0,Gary J. Xavier,2015-04-13 15:23:04.423,null,,40.733919,-74.066851,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,ryan,,-1.0,0.0,1.0,34017002000,194.0,fuck that nigga rt waiting on my dwayne wayne,0
3807,New Jersey,NJ,34,589019490890940417g,right lmao niggas ain't even wipe the crust out they eyes yet and shit https://t.co/SWaAWrnAsT,-1,0.0,0,0.0,,0.0,0.0,2175968,34007,8002.0,34007603301.0,0,Zachary Zwiezen,2015-04-17 04:56:04.961,Quito,,39.920837,-75.031864,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,ryan,,-1.0,0.0,1.0,34007603301,194.0,right lmao niggas ain even wipe the crust out they eyes yet and shit,0
3808,New Jersey,NJ,34,711264420853358596g,"I'm at Little Sheep Mongolian Hot Pot - @littlesheephp in Edison, NJ https://t.co/GZGdVKBKXU",0,,0,,,,,2175968,34023,8817.0,34023001502.0,0,KRH Careers,2016-03-19 12:53:47.513,Eastern Time (US & Canada),485.0,40.51295125,-74.4077655,0.0,Asian,mongolian,,,,,0.0,1,,,,1.0,,,,0.0,,,,,shrikha,,0.0,0.0,0.0,34023001502,194.0,at little sheep mongolian hot pot in edison nj,0
3809,New Jersey,NJ,34,693612639818244096g,"Grilled octopus (@ Wasabi Asian Plates & Sushi Bar in Somerville, NJ) https://t.co/V7gKK0Z5dj",0,,0,,,,,2175968,34035,8876.0,34035050100.0,0,Thib's in the US,2016-01-30 18:51:54.875,Eastern Time (US & Canada),17394.0,40.568387,-74.612206,0.0,Asian,asian,,,,,0.0,1,,,,1.0,,,,0.0,,,,,shrikha,,0.0,0.0,0.0,34035050100,194.0,grilled octopus wasabi asian plates sushi bar in somerville nj,0
3810,New Jersey,NJ,34,590253856824680448g,HAPPY BIRTHDAY TO MY NIGGA HITLERGANG,-1,0.0,0,0.0,,0.0,0.0,2175968,34035,8558.0,34035054202.0,1,Torihi,2015-04-20 14:41:00.664,Central Time (US & Canada),,40.428197,-74.690736,1.0,Black,nigga,,,,,1.0,1,1.0,,,,1.0,,,,,,,,ryan,,-1.0,0.0,1.0,34035054202,194.0,happy birthday to my nigga hitlergang,0
3811,New Jersey,NJ,34,717836127248510976g,Never Neglect Yah Child For A Nigga??,1,,0,,,,,2175968,34031,7522.0,34031180300.0,0,Erika Vikander,2016-04-06 16:07:24.760,null,1074.0,40.92066837,-74.18108325,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,shrikha,,1.0,1.0,0.0,34031180300,194.0,never neglect yah child for nigga,1
3812,New Jersey,NJ,34,713177469919092740g,came thru to surprise my friends of the Nj Hispanic Chamber of Commerce thanks to imselfmadeÃâ¦ https://t.co/HyJ10OsxNk,1,,0,,,,,2175968,34017,7047.0,34017014101.0,1,Alex Sensation,2016-03-24 19:35:33.907,Pacific Time (US & Canada),276702.0,40.79486379,-73.99400766,0.0,Hispanic,hispanic,,,,,1.0,1,,,1.0,,,,1.0,,,1.0,,1.0,shrikha,,1.0,1.0,0.0,34017014101,194.0,came thru to surprise my friends of the nj hispanic chamber of commerce thanks to imselfmade,1
3813,New Jersey,NJ,34,588770145214066688g,"make that pussy colder than a times two, nigga I am a fucking igloo",1,0.0,0,0.0,,0.0,0.0,2175968,34017,7086.0,34017018100.0,0,Tor,2015-04-16 12:25:16.423,Atlantic Time (Canada),,40.77251,-74.015983,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,ryan,,1.0,1.0,0.0,34017018100,194.0,make that pussy colder than times two nigga am fucking igloo,1
3814,New Jersey,NJ,34,589455075099156480g,nigga,0,0.0,0,0.0,,0.0,0.0,2175968,34007,8003.0,34007603505.0,0,YUNG POPE,2015-04-18 09:46:56.360,Eastern Time (US & Canada),,39.875521,-75.012973,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,ryan,,0.0,0.0,0.0,34007603505,194.0,nigga,0
3815,New Jersey,NJ,34,709734151415443456g,"@nkotbsbfan78 ~Folks like 2 blame their misfortunes on others. Trumps is using Muslims & migrants as scapegoats, Hitler chose the Jews.",-2,,0,,,,,2175968,34007,8083.0,34007611200.0,0,Maggi Rivera,2016-03-15 07:33:02.673,null,954.0,39.83375707,-75.01883374,0.0,Middle Eastern,muslim,jews,muslims,,,0.0,1,,1.0,,,,0.0,,,1.0,,0.0,,shrikha,,-1.0,0.0,1.0,34007611200,194.0,folks like blame their misfortunes on others trumps is using muslims migrants as scapegoats hitler chose the jews,0
3816,New Jersey,NJ,34,590312969894043648g,@YO_ThatBoy_B same thing a few other niggas said and still got booked,0,0.0,0,0.0,,0.0,0.0,2175968,34015,8094.0,34015501609.0,0,TerryTempestWilliams,2015-04-20 18:35:54.539,Atlantic Time (Canada),,39.682852,-75.051648,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,ryan,,0.0,0.0,0.0,34015501609,194.0,same thing few other niggas said and still got booked,0
3817,New Jersey,NJ,34,588530656747122689g,Shawty my nigga but my bitch vanilla,0,0.0,0,0.0,,0.0,0.0,2175968,34017,7093.0,34017015500.0,0,$hellz,2015-04-15 20:33:37.981,Eastern Time (US & Canada),,40.788642,-74.019918,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,ryan,,0.0,0.0,0.0,34017015500,194.0,shawty my nigga but my bitch vanilla,0
3818,New Jersey,NJ,34,707025019491246080g,Cuban Pete's for My birthday .....  @ Cuban Pete's Restaurant & https://t.co/1h2buK5fqp,0,,0,,,,,2175968,34013,7042.0,34013016800.0,1,issie,2016-03-07 19:07:55.295,Eastern Time (US & Canada),46.0,40.8131608,-74.2168556,0.0,Hispanic,cuban,,,,,1.0,1,,,1.0,,,,1.0,,,1.0,,1.0,shrikha,,0.0,0.0,0.0,34013016800,194.0,cuban pete for my birthday cuban pete restaurant,0
3819,New Jersey,NJ,34,703740824165576704g,Saw this... Ummmm it must be a American n Japanese car thing. I could never find this thing in https://t.co/Cd1PxikwCq,0,,0,,,,,2175968,34017,7304.0,34017004600.0,0,Canyon Ranch Jobs,2016-02-27 17:37:42.175,Eastern Time (US & Canada),233.0,40.7114,-74.0647,0.0,Asian,japanese,,,,,0.0,1,,,,1.0,,,,0.0,,,,,shrikha,,0.0,0.0,0.0,34017004600,194.0,saw this ummmm it must be american japanese car thing could never find this thing in,0
3820,New Jersey,NJ,34,592547292118409216g,I TRICKED YOU NIGGA THIS A STICKUP,-1,0.0,0,0.0,,0.0,0.0,2175968,34007,8002.0,34007603301.0,0,Jake Cox,2015-04-26 22:34:18.454,Quito,,39.920913,-75.031212,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,lynn,,-1.0,0.0,1.0,34007603301,194.0,tricked you nigga this stickup,0
3821,New Jersey,NJ,34,591951278323957760g,@luc1exil I'm here nigga lol,0,0.0,0,0.0,,0.0,0.0,2175968,34017,7032.0,34017012500.0,1,Tara D. Donai,2015-04-25 07:05:57.537,Eastern Time (US & Canada),,40.767791,-74.152441,1.0,Black,nigga,,,,,1.0,1,1.0,,,,1.0,,,,,,,,lynn,,0.0,0.0,0.0,34017012500,194.0,here nigga lol,0
3822,New Jersey,NJ,34,672102620924788736g,@OutnumberedFNC numerous reports abt muslim celebrations. Howard stern has actual ph calls made  that day by eyewitnesses. Trump haters lie,-1,,0,,,,,2175968,34005,8088.0,34005703203.0,0,TMJ-VA-US Sales Jobs,2015-12-02 10:18:46.678,null,1263.0,39.8934061,-74.703119,0.0,Middle Eastern,muslim,,,,,0.0,1,,1.0,,,,0.0,,,1.0,,0.0,,shrikha,,-1.0,0.0,1.0,34005703203,194.0,numerous reports abt muslim celebrations howard stern has actual ph calls made that day by eyewitnesses trump haters lie,0
3823,New Jersey,NJ,34,678699888796798981g,Just posted a photo @ Big Asian House https://t.co/4ziVpAiTp5,0,,0,,,,,2175968,34007,8009.0,34007608700.0,0,Prina Dean WhatuMean,2015-12-20 15:13:58.004,Eastern Time (US & Canada),37.0,39.79679329,-74.95619566,0.0,Asian,asian,,,,,0.0,1,,,,1.0,,,,0.0,,,,,shrikha,,0.0,0.0,0.0,34007608700,194.0,just posted photo big asian house,0
3824,New Jersey,NJ,34,592327284859637760g,@FinnIndian yes hurts pussies like u...,-1,0.0,0,1.0,,0.0,0.0,2175968,34017,7302.0,34017007600.0,0,Lizz Vaghi,2015-04-26 08:00:04.391,Chennai,,40.718985,-74.039583,0.0,,indian,,,,,0.0,1,,,,,,,,,,,,,lynn,,-1.0,0.0,1.0,34017007600,194.0,yes hurts pussies like,0
3825,New Jersey,NJ,34,698883578973851648g,When #NewJersey can't provide me good #Mexican #food I'm forced to make my own. https://t.co/asu6slGFHz,-1,,1,,,,,2175968,34013,7006.0,34013021702.0,0,Teresa,2016-02-14 07:56:44.830,Pacific Time (US & Canada),685.0,40.834,-74.273,0.0,Hispanic,mexican,,,,,0.0,1,,,1.0,,,,0.0,,,1.0,,0.0,shrikha,,-1.0,0.0,1.0,34013021702,194.0,when newjersey can not provide me good mexican food forced to make my own,0
3826,New Jersey,NJ,34,590378967900774400g,Day 1 nigga http://t.co/k6OOpeu5Ux,1,0.0,0,0.0,,0.0,0.0,2175968,34013,7041.0,34013020300.0,1,fcklbj,2015-04-20 22:58:09.723,Eastern Time (US & Canada),,40.723168,-74.308323,1.0,Black,nigga,,,,,1.0,1,1.0,,,,1.0,,,,,,,,lynn,,1.0,1.0,0.0,34013020300,194.0,day nigga,1
3827,New Jersey,NJ,34,707099670984663040g,You can still hear Italian spoken in NJ. Older Italian immigrants playing Bocci ball with recent https://t.co/nGuLLXpLYl,0,,0,,,,,2175968,34017,7047.0,34017014300.0,0,Lasho Maddox,2016-03-08 00:04:33.622,Eastern Time (US & Canada),130.0,40.80060132,-74.00908339,0.0,immigrant,immigrants,immigrant,,,,0.0,1,,,1.0,,,,0.0,,,,,,shrikha,,0.0,0.0,0.0,34017014300,194.0,you can still hear italian spoken in nj older italian immigrants playing bocci ball with recent,0
3828,New Jersey,NJ,34,697627629000728576g,Stability training... Body balls and double end bag #boxing #jerseycitykickboxing #muaythai https://t.co/iCWv59OMtt,0,,0,,,,,2175968,34017,7302.0,34017002200.0,0,TTN Tucson,2016-02-10 20:46:03.064,Eastern Time (US & Canada),361.0,40.7263489,-74.0505295,0.0,Asian,thai,,,,,0.0,1,,,,1.0,,,,0.0,,,,,shrikha,,0.0,0.0,0.0,34017002200,194.0,stability training body balls and double end bag boxing jerseycitykickboxing muaythai,0
3829,New Jersey,NJ,34,697550299591000064g,@lizluvsblue unless it's Dominican republic,0,,0,,,,,2175968,34031,7011.0,34031124500.0,0,Lexus of Knoxville,2016-02-10 15:38:46.369,null,175.0,40.8733627,-74.1499886,0.0,Hispanic,dominican,,,,,0.0,1,,,1.0,,,,0.0,,,1.0,,0.0,shrikha,,0.0,0.0,0.0,34031124500,194.0,unless it dominican republic,0
3830,New Jersey,NJ,34,717051455950221312g,Cleared: Construction on #NJ21 Both directions from Rector St to Passaic St/Oriental St,0,,0,,,,,2175968,34013,7102.0,34013022900.0,0,TM-STL Health Jobs,2016-04-04 12:09:24.179,Eastern Time (US & Canada),1292.0,40.740454,-74.165509,0.0,Asian,oriental,,,,,0.0,1,,,,1.0,,,,0.0,,,,,shrikha,,0.0,0.0,0.0,34013022900,194.0,cleared construction on nj both directions from rector st to passaic st oriental st,0
3831,New Jersey,NJ,34,588097869665689600g,@RobinDGKelley: not talking about immigration policy or criminalization of immigrants as single event... It's an ongoing process.,-1,1.0,0,0.0,,0.0,0.0,2175968,34021,8542.0,34021004501.0,0,Nauti,2015-04-14 15:53:53.406,Eastern Time (US & Canada),,40.348265,-74.657326,0.0,immigrant,immigrants,immigrant,immigration,,,0.0,1,,,1.0,,,,0.0,,,,,,ryan,,-1.0,0.0,1.0,34021004501,194.0,not talking about immigration policy or criminalization of immigrants as single event it an ongoing process,0
3832,New Jersey,NJ,34,713401977250717696g,"Lunch out with Emily ?? (@ Bordoloi's Indian Fusion in Plainsboro, NJ) https://t.co/nwoEpxzmyJ",0,,0,,,,,2175968,34023,8536.0,34023008602.0,0,"Eric A. Sohn, CAMS",2016-03-25 10:27:40.712,Quito,885.0,40.33685932,-74.59526554,0.0,,indian,,,,,0.0,1,,,,,,,,,,,,,shrikha,,0.0,0.0,0.0,34023008602,194.0,lunch out with emily bordoloi indian fusion in plainsboro nj,0
3833,New Jersey,NJ,34,592373719714144257g,My bf is scratching my back while I eat Chinese food & watch remember me I'm in friggin heaven,1,0.0,1,0.0,,0.0,0.0,2175968,34003,7607.0,34003033100.0,0,Neso,2015-04-26 11:04:35.419,null,,40.90542,-74.059724,0.0,Asian,chinese,,,,,0.0,1,,,,1.0,,,,0.0,,,,,lynn,,1.0,1.0,0.0,34003033100,194.0,my bf is scratching my back while eat chinese food watch remember me in friggin heaven,1
3834,New Jersey,NJ,34,591067816922652672g,"i love Islam, and i love each of you.",1,0.0,0,0.0,,0.0,0.0,2175968,34017,7305.0,34017005200.0,1,chocolate drops,2015-04-22 20:35:23.849,Atlantic Time (Canada),,40.707044,-74.081185,0.0,Middle Eastern,islam,,,,,1.0,1,,1.0,,,,1.0,,,1.0,,1.0,,lynn,,1.0,1.0,0.0,34017005200,194.0,love islam and love each of you,1
3835,New Jersey,NJ,34,688049528641961984g,Shout out to @qdobamexgrill Mexican Grill for contacting me. https://t.co/msonDh0QSs,0,,0,,,,,2175968,34003,7652.0,34003042500.0,0,LegiScan UT,2016-01-15 10:26:06.022,Quito,2915.0,40.91419413,-74.05818679,0.0,Hispanic,mexican,,,,,0.0,1,,,1.0,,,,0.0,,,1.0,,0.0,shrikha,,0.0,0.0,0.0,34003042500,194.0,shout out to mexican grill for contacting me,0
3836,New Jersey,NJ,34,587824701193515009g,@chirpydove @ThisIsFusion @Gift2USA and the Latino community too!,0,1.0,0,0.0,,0.0,0.0,2175968,34001,8330.0,34001011403.0,0,Jaylin Ladner,2015-04-13 21:48:24.946,null,,39.462156,-74.632344,0.0,Hispanic,latino,,,,,0.0,1,,,1.0,,,,0.0,,,1.0,,0.0,ryan,,0.0,0.0,0.0,34001011403,194.0,and the latino community too,0
3837,New Jersey,NJ,34,591803408325201920g,Rafael texted someone from my phone and expects me to flirt I'm like nigga .. Idk how to flirt,0,0.0,0,0.0,,0.0,1.0,2175968,34013,7052.0,34013017400.0,0,Damaris,2015-04-24 21:18:22.748,Pacific Time (US & Canada),,40.804243,-74.237532,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,lynn,,0.0,0.0,0.0,34013017400,194.0,rafael texted someone from my phone and expects me to flirt like nigga idk how to flirt,0
3838,New Jersey,NJ,34,706729155841433600g,Mushroom soup #originthai @ Origin Thai https://t.co/zpS5uSt8qS,0,,1,,,,,2175968,34035,7920.0,34035052601.0,0,Salt,2016-03-06 23:32:15.889,Eastern Time (US & Canada),181.0,40.64449061,-74.57667322,0.0,Asian,thai,,,,,0.0,1,,,,1.0,,,,0.0,,,,,shrikha,,0.0,0.0,0.0,34035052601,194.0,mushroom soup originthai origin thai,0
3839,New Jersey,NJ,34,591869809567997952g,Never let a nigga knoe you knoe need him !!'!!!,-1,0.0,0,0.0,,0.0,0.0,2175968,34017,7030.0,34017019000.0,0,,2015-04-25 01:42:13.863,Central Time (US & Canada),,40.742645,-74.04179,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,lynn,,-1.0,0.0,1.0,34017019000,194.0,never let nigga knoe you knoe need him,0
3840,New Jersey,NJ,34,695451383005376512g,"You wanna be just like Jack, but Jack is calling you a nigga behind your back",-1,,0,,,,,2175968,34003,7407.0,34003011100.0,0,Jocelyn J Lybarger,2016-02-04 20:38:25.639,Eastern Time (US & Canada),289.0,40.9190298,-74.12555292,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,shrikha,,-1.0,0.0,1.0,34003011100,194.0,you wanna be just like jack but jack is calling you nigga behind your back,0
3841,New Jersey,NJ,34,719001575620943876g,Always been a stand up guy rather stand out.. Nigga put his hands onÃâ¦ https://t.co/odEE9Qoy4z,0,,0,,,,,2175968,34023,8857.0,34023007805.0,0,Twenty Brew TapHouse,2016-04-09 21:18:29.017,Amsterdam,1555.0,40.3886642,-74.3082886,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,shrikha,,0.0,0.0,0.0,34023007805,194.0,always been stand up guy rather stand out nigga put his hands on,0
3842,New Jersey,NJ,34,589598398082375681g,Like pussi nigga pulluh,1,0.0,0,0.0,,0.0,0.0,2175968,34007,8091.0,34007608800.0,0,A.J,2015-04-18 19:16:27.225,null,,39.814881,-74.932143,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,ryan,,1.0,1.0,0.0,34007608800,194.0,like pussi nigga pulluh,1
3843,New Jersey,NJ,34,593767197291454464g,"Buenos dias, me complacen con  Por Fin y Pasos de Cero de @pabloalboran en @1049LatinoMix  Gracias!!",0,0.0,0,1.0,,0.0,0.0,2175968,34039,7922.0,34039038201.0,0,Li,2015-04-30 07:21:46.340,null,,40.669094,-74.412005,0.0,Hispanic,latino,,,,,0.0,1,,,1.0,,,,0.0,,,1.0,,0.0,lynn,,0.0,0.0,0.0,34039038201,194.0,buenos dias me complacen con por fin pasos de cero de en gracias,0
3844,New Jersey,NJ,34,592467117296988160g,@TheReal_DjBizz @OG_SKEEN @5boi_Millz Tha Gang Nigga,0,0.0,0,0.0,,0.0,0.0,2175968,34021,8610.0,34021000300.0,0,Factory Fast Records,2015-04-26 17:15:43.122,Central Time (US & Canada),,40.203107,-74.733451,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,lynn,,0.0,0.0,0.0,34021000300,194.0,tha gang nigga,0
3845,New Jersey,NJ,34,591472727514451968g,@blogsquiat like there's niggas getting paid all kinds of money to sit in a room and think of this shit man wtf,0,0.0,0,0.0,,0.0,0.0,2175968,34007,8002.0,34007603301.0,0,Joey Gagliardi,2015-04-23 23:24:21.857,Quito,,39.921025,-75.0319,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,lynn,,0.0,0.0,0.0,34007603301,194.0,like there niggas getting paid all kinds of money to sit in room and think of this shit man wtf,0
3846,New Jersey,NJ,34,690337167311249408g,"Birthday dinner (@ Mt. Fuji Japanese Steak House in Hasbrouck Heights, NJ) https://t.co/fltAwIEZPz https://t.co/rCeNfKzdzy",1,,0,,,,,2175968,34003,7604.0,34003025100.0,1,Melissa Jane,2016-01-21 17:56:21.696,Eastern Time (US & Canada),111.0,40.85637677,-74.07051086,0.0,Asian,japanese,,,,,1.0,1,,,,1.0,,,,1.0,,,,,shrikha,,1.0,1.0,0.0,34003025100,194.0,birthday dinner mt fuji japanese steak house in hasbrouck heights nj,1
3847,New Jersey,NJ,34,725372174115192833g,This is the most beautiful sign for Jews who eat only Kosher for Passover this week. We hadÃâ¦ https://t.co/I80xExj17V,1,,0,,,,,2175968,34023,8904.0,34023001300.0,0,PROTOMEN,2016-04-27 11:12:58.270,Eastern Time (US & Canada),2111.0,40.49822246,-74.43170543,0.0,,jews,,,,,0.0,1,,,,,,,,,,,,,shrikha,,1.0,1.0,0.0,34023001300,194.0,this is the most beautiful sign for jews who eat only kosher for passover this week we had,1
3848,New Jersey,NJ,34,591244894368178176g,Looks like Barry couldn't figure out how to blame our accidental droning of hostages on an anti-Muslim video.,-1,0.0,0,0.0,,0.0,0.0,2175968,34027,7869.0,34027045704.0,0,s,2015-04-23 08:19:04.070,null,,40.835474,-74.558164,0.0,Middle Eastern,muslim,,,,,0.0,1,,1.0,,,,0.0,,,1.0,,0.0,,lynn,,-1.0,0.0,1.0,34027045704,194.0,looks like barry could not figure out how to blame our accidental droning of hostages on an anti muslim video,0
3849,New Jersey,NJ,34,674761859086594048g,Only Dominican mom will carry around wonder bread in this case it's https://t.co/bcbyIQi3SR,0,1.0,0,,,,,2175968,34003,7601.0,34003023402.0,0,Barley Road,2015-12-09 18:25:38.879,Eastern Time (US & Canada),49.0,40.88390208,-74.05628502,0.0,Hispanic,dominican,,,,,0.0,1,,,1.0,,,,0.0,,,1.0,,0.0,shrikha,,0.0,0.0,0.0,34003023402,194.0,only dominican mom will carry around wonder bread in this case it,0
3850,New Jersey,NJ,34,592336209151696896g,"@Fishouss nigga its gunna b advanced warefare 2.0 smh running on walls, flying smfh",-1,0.0,0,0.0,,0.0,0.0,2175968,34027,7803.0,34027045200.0,0,S y n d i,2015-04-26 08:35:32.235,Eastern Time (US & Canada),,40.880215,-74.599529,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,lynn,,-1.0,0.0,1.0,34027045200,194.0,nigga its gunna advanced warefare smh running on walls flying smfh,0
3851,New Jersey,NJ,34,590308402158514176g,Nah fuck all of ya niggas.,-1,0.0,0,0.0,,0.0,0.0,2175968,34017,7086.0,34017017900.0,0,Gawjusss.,2015-04-20 18:17:45.431,Quito,,40.763835,-74.021177,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,ryan,,-1.0,0.0,1.0,34017017900,194.0,nah fuck all of ya niggas,0
3852,New Jersey,NJ,34,589588114353459200g,Never can make plans w some niggas yo,-1,0.0,0,0.0,,0.0,0.0,2175968,34005,8075.0,34005700605.0,0,Donna Mace,2015-04-18 18:35:35.355,null,,40.009007,-74.963966,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,ryan,,-1.0,0.0,1.0,34005700605,194.0,never can make plans some niggas yo,0
3853,New Jersey,NJ,34,591321866259824640g,You ain't never seen this watch nigga this a one of one,0,0.0,0,0.0,,0.0,0.0,2175968,34031,7043.0,34031124312.0,0,Sara Mazzoni,2015-04-23 13:24:55.935,Eastern Time (US & Canada),,40.862747,-74.192337,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,lynn,,0.0,0.0,0.0,34031124312,194.0,you ain never seen this watch nigga this one of one,0
3854,New Jersey,NJ,34,592871424173461504g,Real niggas do real shit  http://t.co/azhH3APWAD,1,0.0,0,0.0,,0.0,0.0,2175968,34013,7079.0,34013019200.0,0,dell,2015-04-27 20:02:17.428,Central Time (US & Canada),,40.744959,-74.243982,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,lynn,,1.0,1.0,0.0,34013019200,194.0,real niggas do real shit,1
3855,New Jersey,NJ,34,593553984067149824g,I'm a boujie ass nigga left the roof at home. #Ayo @ Ciudad De Elizabeth New Jersey https://t.co/b1pKylL9Ia,1,0.0,0,0.0,,0.0,0.0,2175968,34039,7202.0,34039039900.0,0,8.sixteen,2015-04-29 17:14:32.503,Atlantic Time (Canada),,40.667175,-74.216376,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,lynn,,1.0,1.0,0.0,34039039900,194.0,boujie ass nigga left the roof at home ayo ciudad de elizabeth new jersey,1
3856,New Jersey,NJ,34,587758508646526977g,I really hate bitch ass niggas,-1,0.0,0,0.0,,0.0,0.0,2175968,34005,8010.0,34005700900.0,0,a..,2015-04-13 17:25:23.285,null,,40.063233,-74.924043,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,ryan,,-1.0,0.0,1.0,34005700900,194.0,really hate bitch ass niggas,0
3857,New Jersey,NJ,34,708558270764421120g,Say wassup when u see a real nigga  @ Tropicana Atlantic City https://t.co/YqDX6U2L2w,1,,0,,,,,2175968,34001,8401.0,34001000400.0,0,Steve Elliott,2016-03-12 00:40:35.281,Quito,2298.0,39.3529382,-74.44563511,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,shrikha,,1.0,1.0,0.0,34001000400,194.0,say wassup when see real nigga tropicana atlantic city,1
3858,New Jersey,NJ,34,592146794760544256g,@FuneralAb LUH dat nigga,1,0.0,0,0.0,,0.0,0.0,2175968,34013,7040.0,34013019600.0,0,Kaelin Allen,2015-04-25 20:02:52.429,Pacific Time (US & Canada),,40.733497,-74.252411,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,lynn,,1.0,1.0,0.0,34013019600,194.0,luh dat nigga,1
3859,New Jersey,NJ,34,592560207575830529g,"@CloutGod: Niggas will have ""loyalty"" tatted on their chest while they texting 5 different bitches and snitching on their drug dealer yess",-1,0.0,0,0.0,,0.0,0.0,2175968,34031,7424.0,34031154001.0,0,May18 Murk Day,2015-04-26 23:25:37.669,null,,40.868568,-74.199731,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,lynn,,-1.0,0.0,1.0,34031154001,194.0,niggas will have loyalty tatted on their chest while they texting different bitches and snitching on their drug dealer yess,0
3860,New Jersey,NJ,34,589148182266904576g,6 fights today nigga,0,0.0,0,0.0,,0.0,0.0,2175968,34017,7047.0,34017014400.0,0,Caleb Joseph,2015-04-17 13:27:27.616,Eastern Time (US & Canada),,40.805642,-74.010171,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,ryan,,0.0,0.0,0.0,34017014400,194.0,fights today nigga,0
3861,New Jersey,NJ,34,725384217698394112g,"I'm at Ellis Island Immigration Museum - @natlparkservice in Jersey City, NJ, NJ https://t.co/GIySq1s8y8",0,,0,,,,,2175968,34017,7305.0,34017980100.0,0,New York Acct Jobs,2016-04-27 12:00:49.836,Eastern Time (US & Canada),39.0,40.69897904,-74.0395051,0.0,immigrant,immigration,,,,,0.0,1,,,1.0,,,,0.0,,,,,,shrikha,,0.0,0.0,0.0,34017980100,194.0,at ellis island immigration museum in jersey city nj nj,0
3862,New Jersey,NJ,34,693204711311331329g,"Korean Fried Chicken ftw! (@ RoosterSpin in Westfield, NJ) https://t.co/65Felv3UE4",0,,1,,,,,2175968,34039,7090.0,34039036600.0,0,Cristine,2016-01-29 15:50:57.133,Eastern Time (US & Canada),45.0,40.64987183,-74.347229,0.0,Asian,korean,,,,,0.0,1,,,,1.0,,,,0.0,,,,,shrikha,,0.0,0.0,0.0,34039036600,194.0,korean fried chicken ftw roosterspin in westfield nj,0
